SeqID,Ini_Species,TaxID,mol_type,length,Ini_sciname,kew_id,family,genus,species,infraspecies,sci_name,rank,taxonomic_status,accepted_kew_id,accepted_name,reviewed
XR_003504433.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504434.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504435.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504436.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504437.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504438.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504439.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504440.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504441.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504442.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504444.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504445.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504446.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504447.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504448.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504750.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504751.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504752.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504753.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504754.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504771.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504772.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504773.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504774.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504775.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504790.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504791.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504792.1,Abrus precatorius,3816,rRNA,1811,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504793.1,Abrus precatorius,3816,rRNA,1811,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504801.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504803.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504809.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003504810.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505106.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505332.1,Abrus precatorius,3816,rRNA,1807,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505333.1,Abrus precatorius,3816,rRNA,1805,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505337.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505338.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505339.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505340.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505341.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505342.1,Abrus precatorius,3816,rRNA,1807,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505355.1,Abrus precatorius,3816,rRNA,1806,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505356.1,Abrus precatorius,3816,rRNA,1804,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505644.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505646.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505647.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505648.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505649.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505650.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505651.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505652.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505653.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505654.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505655.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505657.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505658.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505659.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505677.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505680.1,Abrus precatorius,3816,rRNA,1807,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003505681.1,Abrus precatorius,3816,rRNA,1797,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003506081.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003506082.1,Abrus precatorius,3816,rRNA,1808,Abrus precatorius,469605-1,Fabaceae,Abrus,precatorius,,Abrus precatorius,SPECIES,Accepted,,,
XR_003579081.1,Solanum pennellii,28526,rRNA,1807,Solanum pennellii,239475-2,Solanaceae,Solanum,pennellii,,Solanum pennellii,SPECIES,Accepted,,,
XR_003579692.1,Solanum pennellii,28526,rRNA,1808,Solanum pennellii,239475-2,Solanaceae,Solanum,pennellii,,Solanum pennellii,SPECIES,Accepted,,,
XR_003599610.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003599611.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003599613.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003599614.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003599615.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003599616.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003599617.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003599618.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003599619.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003599620.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003599621.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601374.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601375.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601376.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601384.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601392.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601393.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601394.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601395.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601396.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601398.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601399.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601400.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601401.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601402.1,Vigna unguiculata,3917,rRNA,1806,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601416.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601421.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601422.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601424.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601448.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601449.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601452.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601456.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601457.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601462.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601463.1,Vigna unguiculata,3917,rRNA,1809,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601465.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601466.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601467.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601468.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601469.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601480.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601484.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601485.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601486.1,Vigna unguiculata,3917,rRNA,1807,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601494.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601498.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601499.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601502.1,Vigna unguiculata,3917,rRNA,1797,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601507.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601508.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601513.1,Vigna unguiculata,3917,rRNA,1806,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601519.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601520.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601521.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601522.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601523.1,Vigna unguiculata,3917,rRNA,1807,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601534.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601540.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601541.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601543.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601544.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601545.1,Vigna unguiculata,3917,rRNA,1807,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601552.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601555.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601556.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601557.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601564.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601566.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601571.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601572.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601600.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601601.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601631.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601634.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601635.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601636.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601637.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601741.1,Vigna unguiculata,3917,rRNA,1806,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601745.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601751.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601752.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601773.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601779.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601780.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601790.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601791.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601944.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601949.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003601950.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003602078.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003602090.1,Vigna unguiculata,3917,rRNA,1807,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003602227.1,Vigna unguiculata,3917,rRNA,1807,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
XR_003602229.1,Vigna unguiculata,3917,rRNA,1808,Vigna unguiculata,1127257-2,Fabaceae,Vigna,unguiculata,,Vigna unguiculata,SPECIES,Accepted,,,
