SeqID,Ini_Species,TaxID,mol_type,length,Ini_sciname,kew_id,family,genus,species,infraspecies,sci_name,rank,taxonomic_status
MF694915.1,Drosanthemopsis kwaganapensis,2248739,genomic DNA,254,Drosanthemopsis kwaganapensis,77185894-1,Aizoaceae,Drosanthemopsis,kwaganapensis,,Drosanthemopsis kwaganapensis,SPECIES,Accepted
MF706335.1,Zelkova sicula,160987,genomic DNA,277,Zelkova sicula,961554-1,Ulmaceae,Zelkova,sicula,,Zelkova sicula,SPECIES,Accepted
MF784535.1,Ocimum basilicum,39350,genomic DNA,335,Ocimum basilicum,452874-1,Lamiaceae,Ocimum,basilicum,,Ocimum basilicum,SPECIES,Accepted
MF784540.1,Ocimum tenuiflorum,204149,genomic DNA,340,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784541.1,Ocimum tenuiflorum,204149,genomic DNA,341,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784542.1,Ocimum tenuiflorum,204149,genomic DNA,340,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784543.1,Ocimum tenuiflorum,204149,genomic DNA,337,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784544.1,Ocimum tenuiflorum,204149,genomic DNA,340,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784545.1,Ocimum tenuiflorum,204149,genomic DNA,339,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784546.1,Ocimum tenuiflorum,204149,genomic DNA,340,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784547.1,Ocimum tenuiflorum,204149,genomic DNA,340,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784548.1,Ocimum tenuiflorum,204149,genomic DNA,340,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784549.1,Ocimum tenuiflorum,204149,genomic DNA,340,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784550.1,Ocimum tenuiflorum,204149,genomic DNA,340,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784551.1,Ocimum tenuiflorum,204149,genomic DNA,341,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784552.1,Ocimum tenuiflorum,204149,genomic DNA,341,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784553.1,Ocimum tenuiflorum,204149,genomic DNA,340,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784555.1,Ocimum tenuiflorum,204149,genomic DNA,340,Ocimum tenuiflorum,453130-1,Lamiaceae,Ocimum,tenuiflorum,,Ocimum tenuiflorum,SPECIES,Accepted
MF784558.1,Ocimum gratissimum,204144,genomic DNA,334,Ocimum gratissimum,452969-1,Lamiaceae,Ocimum,gratissimum,,Ocimum gratissimum,SPECIES,Accepted
MF784559.1,Ocimum gratissimum,204144,genomic DNA,334,Ocimum gratissimum,452969-1,Lamiaceae,Ocimum,gratissimum,,Ocimum gratissimum,SPECIES,Accepted
MF784560.1,Ocimum gratissimum,204144,genomic DNA,332,Ocimum gratissimum,452969-1,Lamiaceae,Ocimum,gratissimum,,Ocimum gratissimum,SPECIES,Accepted
MF784561.1,Ocimum selloi,204218,genomic DNA,294,Ocimum selloi,452893-1,Lamiaceae,Ocimum,carnosum,,Ocimum carnosum,SPECIES,Synonym
MF785734.1,Asplenium sarelii,78459,genomic DNA,444,Asplenium sarelii,17050900-1,Aspleniaceae,Asplenium,sarelii,,Asplenium sarelii,SPECIES,Accepted
MF785737.1,Descurainia sophia,89411,genomic DNA,330,Descurainia sophia,78248-2,Brassicaceae,Descurainia,sophia,,Descurainia sophia,SPECIES,Accepted
MF785739.1,Codonopsis sp. US:3540423,2054340,genomic DNA,313,Codonopsis sp. US:3540423,5656-1,Campanulaceae,Codonopsis,sp.,,Codonopsis sp.,GENUS,Accepted
MF785740.1,Cyananthus incanus,1045293,genomic DNA,396,Cyananthus incanus,141876-1,Campanulaceae,Cyananthus,incanus,,Cyananthus incanus,SPECIES,Accepted
MF785744.1,Gynostemma pentaphyllum,182084,genomic DNA,451,Gynostemma pentaphyllum,292905-1,Cucurbitaceae,Gynostemma,pentaphyllum,,Gynostemma pentaphyllum,SPECIES,Accepted
MF785746.1,Thladiantha villosula,1045188,genomic DNA,289,Thladiantha villosula,294107-1,Cucurbitaceae,Thladiantha,villosula,,Thladiantha villosula,SPECIES,Accepted
MF785747.1,Davallia hookeri,2054438,genomic DNA,459,Davallia hookeri,77127537-1,Polypodiaceae,Davallia,hookeri,,Davallia hookeri,SPECIES,Accepted
MF785753.1,Oxytropis sp. US:3540307,2054382,genomic DNA,387,Oxytropis sp. US:3540307,331824-2,Fabaceae,Oxytropis,sp.,,Oxytropis sp.,GENUS,Accepted
MF785761.1,Swertia sp. US:3540424,2054401,genomic DNA,383,Swertia sp. US:3540424,30002722-2,Gentianaceae,Swertia,sp.,,Swertia sp.,GENUS,Accepted
MF785769.1,Phlomis brevidentata,2054550,genomic DNA,272,Phlomis brevidentata,929169-1,Lamiaceae,Phlomis,brevidentata,,Phlomis brevidentata,SPECIES,Accepted
MF785773.1,Spiranthes sinensis,117406,genomic DNA,437,Spiranthes sinensis,1208023-2,Orchidaceae,Spiranthes,sinensis,,Spiranthes sinensis,SPECIES,Accepted
MF785774.1,Ceratostigma willmottianum,2054445,genomic DNA,344,Ceratostigma willmottianum,686560-1,Plumbaginaceae,Ceratostigma,willmottianum,,Ceratostigma willmottianum,SPECIES,Accepted
MF785776.1,Tenaxia cumminsii,399375,genomic DNA,587,Tenaxia cumminsii,77111688-1,Poaceae,Tenaxia,cumminsii,,Tenaxia cumminsii,SPECIES,Accepted
MF785781.1,Cheilanthes marantae,2054450,genomic DNA,453,Cheilanthes marantae,77183233-1,Pteridaceae,Hemionitis,marantae,,Hemionitis marantae,SPECIES,Homotypic_Synonym
MF785786.1,Sanguisorba diandra,2054570,genomic DNA,365,Sanguisorba diandra,741353-1,Rosaceae,Sanguisorba,diandra,,Sanguisorba diandra,SPECIES,Accepted
MF785789.1,Spenceria ramalana,398531,genomic DNA,344,Spenceria ramalana,742067-1,Rosaceae,Spenceria,ramalana,,Spenceria ramalana,SPECIES,Accepted
MF785791.1,Leptodermis sp. US:3541338,2054371,genomic DNA,305,Leptodermis sp. US:3541338,34830-1,Rubiaceae,Leptodermis,sp.,,Leptodermis sp.,GENUS,Accepted
MF785797.1,Stellera chamaejasme,142738,genomic DNA,403,Stellera chamaejasme,832760-1,Thymelaeaceae,Stellera,chamaejasme,,Stellera chamaejasme,SPECIES,Accepted
MF785815.1,Sedum sp. US:3540366,2054396,genomic DNA,307,Sedum sp. US:3540366,30001444-2,Crassulaceae,Sedum,sp.,,Sedum sp.,GENUS,Accepted
MF785819.1,Lyonia ovalifolia,49153,genomic DNA,397,Lyonia ovalifolia,60447937-2,Ericaceae,Lyonia,ovalifolia,,Lyonia ovalifolia,SPECIES,Accepted
MF785843.1,Pleione sp. US:3540396,2054389,genomic DNA,623,Pleione sp. US:3540396,30378-1,Orchidaceae,Pleione,sp.,,Pleione sp.,GENUS,Accepted
MF785856.1,Tripogon chinensis,589505,genomic DNA,608,Tripogon chinensis,424931-1,Poaceae,Tripogon,chinensis,,Tripogon chinensis,SPECIES,Accepted
MF785857.1,Rheum delavayi,694413,genomic DNA,329,Rheum delavayi,696730-1,Polygonaceae,Rheum,delavayi,,Rheum delavayi,SPECIES,Accepted
MF785894.1,Saussurea sp. US:3599845,2054393,genomic DNA,483,Saussurea sp. US:3599845,331933-2,Asteraceae,Saussurea,sp.,,Saussurea sp.,GENUS,Accepted
MF785904.1,Diplarche sp. US:3559897,2054351,genomic DNA,434,Diplarche sp. US:3559897,327085-2,Ericaceae,Rhododendron,sp.,,Rhododendron sp.,GENUS,Synonym
MF785905.1,Apios delavayi,1503858,genomic DNA,281,Apios delavayi,474882-1,Fabaceae,Apios,delavayi,,Apios delavayi,SPECIES,Accepted
MF785909.1,Veratrilla baillonii,84931,genomic DNA,383,Veratrilla baillonii,371366-1,Gentianaceae,Veratrilla,baillonii,,Veratrilla baillonii,SPECIES,Accepted
MF785915.1,Holboellia latifolia,41782,genomic DNA,484,Holboellia latifolia,107616-1,Lardizabalaceae,Stauntonia,latifolia,,Stauntonia latifolia,SPECIES,Homotypic_Synonym
MF785917.1,Utricularia salwinensis,2054588,genomic DNA,261,Utricularia salwinensis,527077-1,Lentibulariaceae,Utricularia,salwinensis,,Utricularia salwinensis,SPECIES,Accepted
MF785918.1,Aletris pauciflora,453156,genomic DNA,408,Aletris pauciflora,527503-1,Nartheciaceae,Aletris,pauciflora,,Aletris pauciflora,SPECIES,Accepted
MF785919.1,Clintonia udensis,108051,genomic DNA,531,Clintonia udensis,533176-1,Liliaceae,Clintonia,udensis,,Clintonia udensis,SPECIES,Accepted
MF785925.1,Maclura sp. US:3530464,2054346,genomic DNA,464,Maclura sp. US:3530464,331741-2,Moraceae,Maclura,sp.,,Maclura sp.,GENUS,Accepted
MF785939.1,Primula chungensis,175050,genomic DNA,505,Primula chungensis,701721-1,Primulaceae,Primula,chungensis,,Primula chungensis,SPECIES,Accepted
MF785954.1,Gordonia sp. US:3530817,2054362,genomic DNA,399,Gordonia sp. US:3530817,331632-2,Theaceae,Gordonia,sp.,,Gordonia sp.,GENUS,Accepted
MF785989.1,Phlomoides medicinalis,1138144,genomic DNA,477,Phlomoides medicinalis,947688-1,Lamiaceae,Phlomoides,medicinalis,,Phlomoides medicinalis,SPECIES,Accepted
MF785991.1,Akebia sp. US:3598928,2054327,genomic DNA,518,Akebia sp. US:3598928,3933-1,Lardizabalaceae,Akebia,sp.,,Akebia sp.,GENUS,Accepted
MF786002.1,Meconopsis betonicifolia,248828,genomic DNA,270,Meconopsis betonicifolia,77184301-1,Papaveraceae,Papaver,betonicifolium,,Papaver betonicifolium,SPECIES,Homotypic_Synonym
MF786008.1,Fagopyrum dibotrys,516549,genomic DNA,437,Fagopyrum dibotrys,694519-1,Polygonaceae,Fagopyrum,cymosum,,Fagopyrum cymosum,SPECIES,Synonym
MF786025.1,Lagotis sp. US:3594909,2054368,genomic DNA,313,Lagotis sp. US:3594909,30051308-2,Plantaginaceae,Lagotis,sp.,,Lagotis sp.,GENUS,Accepted
MF786026.1,Oreosolen wattii,195117,genomic DNA,545,Oreosolen wattii,77166625-1,Scrophulariaceae,Scrophularia,wattii,,Scrophularia wattii,SPECIES,Homotypic_Synonym
MF786027.1,Anisodus tanguticus,243964,genomic DNA,448,Anisodus tanguticus,814269-1,Solanaceae,Anisodus,tanguticus,,Anisodus tanguticus,SPECIES,Accepted
MF786028.1,Nicandra physalodes,33118,genomic DNA,524,Nicandra physalodes,816832-1,Solanaceae,Nicandra,physalodes,,Nicandra physalodes,SPECIES,Accepted
MF786035.1,Ampelopsis acutidentata,1148076,genomic DNA,383,Ampelopsis acutidentata,869635-1,Vitaceae,Ampelopsis,acutidentata,,Ampelopsis acutidentata,SPECIES,Accepted
MF786041.1,Malanea hypoleuca,2054523,genomic DNA,311,Malanea hypoleuca,149735-2,Rubiaceae,Malanea,hypoleuca,,Malanea hypoleuca,SPECIES,Accepted
MF786083.1,Lesia savannarum,352947,genomic DNA,287,Lesia savannarum,77132581-1,Gesneriaceae,Lesia,savannarum,,Lesia savannarum,SPECIES,Accepted
MF786085.1,Danaea simplicifolia,491839,genomic DNA,441,Danaea simplicifolia,17077260-1,Marattiaceae,Danaea,simplicifolia,,Danaea simplicifolia,SPECIES,Accepted
MF786112.1,Pityrogramma calomelanos,164274,genomic DNA,500,Pityrogramma calomelanos,17345640-1,Pteridaceae,Pityrogramma,calomelanos,,Pityrogramma calomelanos,SPECIES,Accepted
MF786114.1,Rondonanthus capillaceus,584571,genomic DNA,525,Rondonanthus capillaceus,284404-2,Eriocaulaceae,Rondonanthus,capillaceus,,Rondonanthus capillaceus,SPECIES,Accepted
MF786130.1,Marlierea montana,1631741,genomic DNA,491,Marlierea montana,77160848-1,Myrtaceae,Myrcia,neomontana,,Myrcia neomontana,SPECIES,Homotypic_Synonym
MF786135.1,Macrolobium acaciifolium,53900,genomic DNA,435,Macrolobium acaciifolium,505635-1,Fabaceae,Macrolobium,acaciifolium,,Macrolobium acaciifolium,SPECIES,Accepted
MF786136.1,Niphidium crassifolium,85332,genomic DNA,434,Niphidium crassifolium,77183236-1,Polypodiaceae,Campyloneurum,crassifolium,,Campyloneurum crassifolium,SPECIES,Homotypic_Synonym
MF786141.1,Microgramma baldwinii,1481348,genomic DNA,443,Microgramma baldwinii,160129-2,Polypodiaceae,Microgramma,baldwinii,,Microgramma baldwinii,SPECIES,Accepted
MF786153.1,Rhodostemonodaphne kunthiana,158524,genomic DNA,341,Rhodostemonodaphne kunthiana,284251-2,Lauraceae,Rhodostemonodaphne,kunthiana,,Rhodostemonodaphne kunthiana,SPECIES,Accepted
MF786155.1,Euphronia guianensis,82261,genomic DNA,547,Euphronia guianensis,724860-1,Euphroniaceae,Euphronia,guianensis,,Euphronia guianensis,SPECIES,Accepted
MF786156.1,Cassytha filiformis,121073,genomic DNA,308,Cassytha filiformis,463202-1,Lauraceae,Cassytha,filiformis,,Cassytha filiformis,SPECIES,Accepted
MF786159.1,Nautilocalyx pictus,352320,genomic DNA,303,Nautilocalyx pictus,167441-2,Gesneriaceae,Nautilocalyx,pictus,,Nautilocalyx pictus,SPECIES,Accepted
MF786164.1,Macrocentrum droseroides,1419917,genomic DNA,292,Macrocentrum droseroides,569867-1,Melastomataceae,Macrocentrum,droseroides,,Macrocentrum droseroides,SPECIES,Accepted
MF786172.1,Bejaria sprucei,331419,genomic DNA,396,Bejaria sprucei,327017-1,Ericaceae,Bejaria,sprucei,,Bejaria sprucei,SPECIES,Accepted
MF786180.1,Sacoglottis sp. US:Tripp2984,2054707,genomic DNA,568,Sacoglottis sp. US:Tripp2984,19674-1,Humiriaceae,Sacoglottis,sp.,,Sacoglottis sp.,GENUS,Accepted
MF786186.1,Psammisia urichiana,2054564,genomic DNA,404,Psammisia urichiana,211073-2,Ericaceae,Psammisia,urichiana,,Psammisia urichiana,SPECIES,Accepted
MF786187.1,Isertia sp. US:Radosavljevic125,2054697,genomic DNA,359,Isertia sp. US:Radosavljevic125,34762-1,Rubiaceae,Isertia,sp.,,Isertia sp.,GENUS,Accepted
MF786201.1,Calyptranthes sp. US:Tripp3128,2054685,genomic DNA,516,Calyptranthes sp. US:Tripp3128,326083-2,Myrtaceae,Calyptranthes,sp.,,Calyptranthes sp.,GENUS,Accepted
MF786202.1,Aniba sp. US:Clarke12020,2054681,genomic DNA,436,Aniba sp. US:Clarke12020,30012259-2,Lauraceae,Aniba,sp.,,Aniba sp.,GENUS,Accepted
MF801903.1,Teucrium quadrifarium,1209885,genomic DNA,285,Teucrium quadrifarium,460661-1,Lamiaceae,Teucrium,quadrifarium,,Teucrium quadrifarium,SPECIES,Accepted
MF802872.1,Myristica fragrans,51089,genomic DNA,328,Myristica fragrans,586076-1,Myristicaceae,Myristica,fragrans,,Myristica fragrans,SPECIES,Accepted
MF802873.1,Myristica fragrans,51089,genomic DNA,326,Myristica fragrans,586076-1,Myristicaceae,Myristica,fragrans,,Myristica fragrans,SPECIES,Accepted
MF802874.1,Myristica fragrans,51089,genomic DNA,327,Myristica fragrans,586076-1,Myristicaceae,Myristica,fragrans,,Myristica fragrans,SPECIES,Accepted
MF805006.1,Isoetes cangae,2022354,genomic DNA,310,Isoetes cangae,77157445-1,Isoetaceae,Isoetes,cangae,,Isoetes cangae,SPECIES,Accepted
MF805007.1,Isoetes cangae,2022354,genomic DNA,317,Isoetes cangae,77157445-1,Isoetaceae,Isoetes,cangae,,Isoetes cangae,SPECIES,Accepted
MF805008.1,Isoetes cangae,2022354,genomic DNA,324,Isoetes cangae,77157445-1,Isoetaceae,Isoetes,cangae,,Isoetes cangae,SPECIES,Accepted
MF805009.1,Isoetes cangae,2022354,genomic DNA,311,Isoetes cangae,77157445-1,Isoetaceae,Isoetes,cangae,,Isoetes cangae,SPECIES,Accepted
MF805010.1,Isoetes cangae,2022354,genomic DNA,327,Isoetes cangae,77157445-1,Isoetaceae,Isoetes,cangae,,Isoetes cangae,SPECIES,Accepted
MF805011.1,Isoetes cangae,2022354,genomic DNA,327,Isoetes cangae,77157445-1,Isoetaceae,Isoetes,cangae,,Isoetes cangae,SPECIES,Accepted
MF805012.1,Isoetes cangae,2022354,genomic DNA,326,Isoetes cangae,77157445-1,Isoetaceae,Isoetes,cangae,,Isoetes cangae,SPECIES,Accepted
MF805013.1,Isoetes cangae,2022354,genomic DNA,310,Isoetes cangae,77157445-1,Isoetaceae,Isoetes,cangae,,Isoetes cangae,SPECIES,Accepted
MF805014.1,Isoetes cangae,2022354,genomic DNA,313,Isoetes cangae,77157445-1,Isoetaceae,Isoetes,cangae,,Isoetes cangae,SPECIES,Accepted
MF805015.1,Isoetes cangae,2022354,genomic DNA,312,Isoetes cangae,77157445-1,Isoetaceae,Isoetes,cangae,,Isoetes cangae,SPECIES,Accepted
MF805016.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805017.1,Isoetes serracarajensis,2022365,genomic DNA,313,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805018.1,Isoetes serracarajensis,2022365,genomic DNA,322,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805019.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805021.1,Isoetes serracarajensis,2022365,genomic DNA,312,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805023.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805024.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805025.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805026.1,Isoetes serracarajensis,2022365,genomic DNA,323,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805027.1,Isoetes serracarajensis,2022365,genomic DNA,327,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805028.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805030.1,Isoetes serracarajensis,2022365,genomic DNA,310,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805031.1,Isoetes serracarajensis,2022365,genomic DNA,311,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805033.1,Isoetes serracarajensis,2022365,genomic DNA,303,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805034.1,Isoetes serracarajensis,2022365,genomic DNA,327,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805035.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805036.1,Isoetes serracarajensis,2022365,genomic DNA,310,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805037.1,Isoetes serracarajensis,2022365,genomic DNA,312,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805038.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805039.1,Isoetes serracarajensis,2022365,genomic DNA,315,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805040.1,Isoetes serracarajensis,2022365,genomic DNA,313,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805041.1,Isoetes serracarajensis,2022365,genomic DNA,325,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805042.1,Isoetes serracarajensis,2022365,genomic DNA,327,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805043.1,Isoetes serracarajensis,2022365,genomic DNA,311,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805044.1,Isoetes serracarajensis,2022365,genomic DNA,316,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805045.1,Isoetes serracarajensis,2022365,genomic DNA,307,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805046.1,Isoetes serracarajensis,2022365,genomic DNA,315,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805049.1,Isoetes serracarajensis,2022365,genomic DNA,327,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805050.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805051.1,Isoetes serracarajensis,2022365,genomic DNA,312,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805052.1,Isoetes serracarajensis,2022365,genomic DNA,323,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805053.1,Isoetes serracarajensis,2022365,genomic DNA,313,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805054.1,Isoetes serracarajensis,2022365,genomic DNA,323,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805055.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805056.1,Isoetes serracarajensis,2022365,genomic DNA,312,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805057.1,Isoetes serracarajensis,2022365,genomic DNA,324,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805058.1,Isoetes serracarajensis,2022365,genomic DNA,324,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805059.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805060.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805061.1,Isoetes serracarajensis,2022365,genomic DNA,323,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805062.1,Isoetes serracarajensis,2022365,genomic DNA,316,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805063.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805064.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805065.1,Isoetes serracarajensis,2022365,genomic DNA,323,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805066.1,Isoetes serracarajensis,2022365,genomic DNA,311,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805067.1,Isoetes serracarajensis,2022365,genomic DNA,315,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805068.1,Isoetes serracarajensis,2022365,genomic DNA,323,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805069.1,Isoetes serracarajensis,2022365,genomic DNA,324,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805070.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805071.1,Isoetes serracarajensis,2022365,genomic DNA,312,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805072.1,Isoetes serracarajensis,2022365,genomic DNA,317,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
MF805073.1,Isoetes serracarajensis,2022365,genomic DNA,326,Isoetes serracarajensis,77157444-1,Isoetaceae,Isoetes,serracarajensis,,Isoetes serracarajensis,SPECIES,Accepted
