Locus,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
NC_050803.1,genomic DNA,154288,Rhammatophyllum gaudanense,20005397-1,Brassicaceae,Rhammatophyllum,gaudanense,,False,Rhammatophyllum gaudanense,369039
NC_050804.1,genomic DNA,154116,Rhammatophyllum pachyrhizum,288567-1,Brassicaceae,Rhammatophyllum,pachyrhizum,,False,Rhammatophyllum pachyrhizum,369042
NC_050805.1,genomic DNA,152952,Shangrilaia nana,60436440-2,Brassicaceae,Shangrilaia,nana,,False,Shangrilaia nana,359888
NC_050806.1,genomic DNA,154682,Sisymbriopsis mollipila,289121-1,Brassicaceae,Sisymbriopsis,mollipila,,False,Sisymbriopsis mollipila,253186
NC_050807.1,genomic DNA,154201,Solms-laubachia baiogoinensis,77098715-1,Brassicaceae,Solms-laubachia,baiogoinensis,,False,Solms-laubachia baiogoinensis,375369
NC_050808.1,genomic DNA,153939,Solms-laubachia calcicola,77098716-1,Brassicaceae,Solms-laubachia,calcicola,,False,Solms-laubachia calcicola,2182743
NC_050809.1,genomic DNA,155175,Solms-laubachia himalayensis,77098720-1,Brassicaceae,Solms-laubachia,himalayensis,,False,Solms-laubachia himalayensis,375370
NC_050810.1,genomic DNA,155014,Solms-laubachia jafrii,77098722-1,Brassicaceae,Solms-laubachia,jafrii,,False,Solms-laubachia jafrii,375374
NC_050811.1,genomic DNA,154164,Solms-laubachia kashgarica,77109912-1,Brassicaceae,Solms-laubachia,kashgarica,,False,Solms-laubachia kashgarica,744024
NC_050812.1,genomic DNA,154603,Solms-laubachia lanata,289921-1,Brassicaceae,Solms-laubachia,lanata,,False,Solms-laubachia lanata,375375
NC_050813.1,genomic DNA,154581,Solms-laubachia linearis,77098723-1,Brassicaceae,Solms-laubachia,linearis,,False,Solms-laubachia linearis,359836
NC_050814.1,genomic DNA,154626,Solms-laubachia linearifolia,289915-1,Brassicaceae,Solms-laubachia,linearifolia,,False,Solms-laubachia linearifolia,375376
NC_050815.1,genomic DNA,153684,Solms-laubachia minor,289922-1,Brassicaceae,Solms-laubachia,minor,,False,Solms-laubachia minor,375377
NC_050816.1,genomic DNA,153696,Solms-laubachia platycarpa,289923-1,Brassicaceae,Solms-laubachia,platycarpa,,False,Solms-laubachia platycarpa,375378
NC_050817.1,genomic DNA,153960,Solms-laubachia prolifera,77098727-1,Brassicaceae,Solms-laubachia,prolifera,,False,Solms-laubachia prolifera,264434
NC_050818.1,genomic DNA,154985,Solms-laubachia pulcherrima,289916-1,Brassicaceae,Solms-laubachia,pulcherrima,,False,Solms-laubachia pulcherrima,375379
NC_050819.1,genomic DNA,154576,Solms-laubachia retropilosa,289924-1,Brassicaceae,Solms-laubachia,retropilosa,,False,Solms-laubachia retropilosa,369044
NC_050820.1,genomic DNA,154021,Solms-laubachia sunhangiana,77098729-1,Brassicaceae,Solms-laubachia,sunhangiana,,False,Solms-laubachia sunhangiana,491287
NC_050821.1,genomic DNA,154212,Solms-laubachia villosa,77109917-1,Brassicaceae,Solms-laubachia,villosa,,False,Solms-laubachia villosa,594556
NC_050822.1,genomic DNA,155406,Solms-laubachia xerophyta,289918-1,Brassicaceae,Solms-laubachia,xerophyta,,False,Solms-laubachia xerophyta,375382
NC_050823.1,genomic DNA,155499,Solms-laubachia zhongdianensis,77066073-1,Brassicaceae,Solms-laubachia,zhongdianensis,,False,Solms-laubachia zhongdianensis,359892
NC_050824.1,genomic DNA,154819,Spryginia falcata,289986-1,Brassicaceae,Spryginia,falcata,,False,Spryginia falcata,744030
NC_050825.1,genomic DNA,155309,Spryginia winkleri,289990-1,Brassicaceae,Spryginia,winkleri,,False,Spryginia winkleri,664068
NC_050826.1,genomic DNA,154733,Streptoloma desertorum,290198-1,Brassicaceae,Streptoloma,desertorum,,False,Streptoloma desertorum,537194
NC_050828.1,genomic DNA,154566,Tetracme quadricornis,290334-1,Brassicaceae,Tetracme,quadricornis,,False,Tetracme quadricornis,358676
NC_050830.1,genomic DNA,156317,Cymbidium mastersii,625087-1,Orchidaceae,Cymbidium,mastersii,,False,Cymbidium mastersii,160534
NC_050831.1,genomic DNA,158943,Myrica cerifera,166220-2,Myricaceae,Myrica,cerifera,,False,Morella cerifera,3510
NC_050832.1,genomic DNA,156981,Eleutherococcus brachypus,90416-1,Araliaceae,Eleutherococcus,brachypus,,False,Eleutherococcus brachypus,2291122
NC_050833.1,genomic DNA,153724,Iris domestica,60438342-2,Iridaceae,Iris,domestica,,False,Iris domestica,58944
NC_050834.1,genomic DNA,149596,Dianthus longicalyx,153551-1,Caryophyllaceae,Dianthus,longicalyx,,False,Dianthus longicalyx,713924
NC_050847.1,genomic DNA,172446,Edgeworthia chrysantha,831625-1,Thymelaeaceae,Edgeworthia,chrysantha,,False,Edgeworthia chrysantha,142181
NC_050848.1,genomic DNA,153884,Primula oreodoxa,702374-1,Primulaceae,Primula,oreodoxa,,False,Primula oreodoxa,1044918
NC_050849.1,genomic DNA,121795,Abies yuanbaoshanensis,676629-1,Pinaceae,Abies,yuanbaoshanensis,,False,Abies yuanbaoshanensis,745664
NC_050853.1,genomic DNA,161489,Saururus chinensis,684080-1,Saururaceae,Saururus,chinensis,,False,Saururus chinensis,54806
NC_050857.1,genomic DNA,140595,Lophatherum gracile,407535-1,Poaceae,Lophatherum,gracile,,False,Lophatherum gracile,29683
NC_050858.1,genomic DNA,160093,Coelogyne barbata,623773-1,Orchidaceae,Coelogyne,barbata,,False,Coelogyne barbata,141721
NC_050859.1,genomic DNA,160114,Pholidota articulata,650626-1,Orchidaceae,Pholidota,articulata,,False,Pholidota articulata,861273
NC_050860.1,genomic DNA,122318,Oxytropis splendens,511886-1,Fabaceae,Oxytropis,splendens,,False,Oxytropis splendens,90235
NC_050861.1,genomic DNA,125271,Oxytropis nigrescens var. uniflora,179661-2,Fabaceae,Oxytropis,nigrescens,uniflora,False,Oxytropis arctobia,747378
NC_050866.1,genomic DNA,158229,Phaius tankervilleae,192241-2,Orchidaceae,Phaius,tankervilleae,,False,Phaius tancarvilleae,120015
NC_050867.1,genomic DNA,156036,Calanthe lyroglossa,620940-1,Orchidaceae,Calanthe,lyroglossa,,False,Calanthe lyroglossa,309530
NC_050868.1,genomic DNA,157918,Cephalantheropsis obcordata,1004736-1,Orchidaceae,Cephalantheropsis,obcordata,,False,Cephalantheropsis obcordata,1541233
NC_050869.1,genomic DNA,158215,Calanthe rubens,621023-1,Orchidaceae,Calanthe,rubens,,False,Calanthe rubens,1541226
NC_050870.1,genomic DNA,156329,Paphiopedilum barbigerum,649718-1,Orchidaceae,Paphiopedilum,barbigerum,,False,Paphiopedilum barbigerum,53071
NC_050871.1,genomic DNA,154569,Paphiopedilum hirsutissimum,649776-1,Orchidaceae,Paphiopedilum,hirsutissimum,,False,Paphiopedilum hirsutissimum,53094
NC_050872.1,genomic DNA,160611,Trollius farreri,715098-1,Ranunculaceae,Trollius,farreri,,False,Trollius farreri,944284
NC_050873.1,genomic DNA,162084,Anemone taipaiensis,708664-1,Ranunculaceae,Anemone,taipaiensis,,False,Anemone taipaiensis,2291099
NC_050877.1,genomic DNA,153788,Papaver henrici,77184311-1,Papaveraceae,Papaver,henrici,,False,Meconopsis henrici,248836
NC_050878.1,genomic DNA,153281,Papaver puniceum,77184372-1,Papaveraceae,Papaver,puniceum,,False,Meconopsis punicea,248846
NC_050881.1,genomic DNA,151912,Rhodiola crenulata,274793-1,Crassulaceae,Rhodiola,crenulata,,False,Rhodiola crenulata,242839
NC_050895.1,genomic DNA,152159,Salvia digitaloides,456106-1,Lamiaceae,Salvia,digitaloides,,False,Salvia digitaloides,268902
NC_050896.1,genomic DNA,151614,Salvia meiliensis,905167-1,Lamiaceae,Salvia,meiliensis,,False,Salvia meiliensis,587675
NC_050897.1,genomic DNA,151286,Salvia merjamie,456688-1,Lamiaceae,Salvia,merjamie,,False,Salvia merjamie,1520033
NC_050898.1,genomic DNA,151450,Salvia nilotica,456788-1,Lamiaceae,Salvia,nilotica,,True,Salvia nilotica,268918
NC_050899.1,genomic DNA,151688,Salvia petrophila,77138690-1,Lamiaceae,Salvia,petrophila,,False,Salvia petrophila,2263212
NC_050900.1,genomic DNA,151268,Salvia sclarea,457210-1,Lamiaceae,Salvia,sclarea,,False,Salvia sclarea,38869
NC_050901.1,genomic DNA,150604,Salvia splendens,60466516-2,Lamiaceae,Salvia,splendens,,False,Salvia splendens,180675
NC_050902.1,genomic DNA,151466,Salvia yangii,77161669-1,Lamiaceae,Salvia,yangii,,False,Salvia yangii,268885
NC_050903.1,genomic DNA,151413,Salvia yunnanensis,457544-1,Lamiaceae,Salvia,yunnanensis,,False,Salvia yunnanensis,342062
NC_050917.1,genomic DNA,153011,Achimenes cettoana,2347-2,Gesneriaceae,Achimenes,cettoana,,False,Achimenes cettoana,171296
NC_050919.1,genomic DNA,157518,Apostasia ramifera,930848-1,Orchidaceae,Apostasia,ramifera,,False,Apostasia ramifera,1920719
NC_050920.1,genomic DNA,153348,Verbascum phoeniceum,770051-1,Scrophulariaceae,Verbascum,phoeniceum,,False,Verbascum phoeniceum,441205
NC_050922.1,genomic DNA,152611,Mitrasacme pygmaea,546693-1,Loganiaceae,Mitrasacme,pygmaea,,False,Mitrasacme pygmaea,339271
NC_050923.1,genomic DNA,154665,Mitreola yangchunensis,77105825-1,Loganiaceae,Mitreola,yangchunensis,,False,Mitreola yangchunensis,2773786
NC_050924.1,genomic DNA,159974,Stephania tetrandra,581493-1,Menispermaceae,Stephania,tetrandra,,False,Stephania tetrandra,425106
NC_050925.1,genomic DNA,160139,Staphylea arguta,77183777-1,Staphyleaceae,Staphylea,arguta,,False,Turpinia arguta,1603842
NC_050926.1,genomic DNA,154468,Polygonatum odoratum,540195-1,Asparagaceae,Polygonatum,odoratum,,False,Polygonatum odoratum,82207
NC_050927.1,genomic DNA,160556,Ficus tikoua,853834-1,Moraceae,Ficus,tikoua,,False,Ficus tikoua,463880
NC_050929.1,genomic DNA,151062,Salvia plebeia,456965-1,Lamiaceae,Salvia,plebeia,,False,Salvia plebeia,424424
NC_050934.1,genomic DNA,155044,Potentilla suavis,77092426-1,Rosaceae,Potentilla,suavis,,False,Potentilla suavis,1732552
NC_050935.1,genomic DNA,155021,Sibbaldianthe adpressa,741499-1,Rosaceae,Sibbaldianthe,adpressa,,False,Sibbaldianthe adpressa,637904
NC_050937.1,genomic DNA,157218,Eurya loquaiana,830145-1,Pentaphylacaceae,Eurya,loquaiana,,False,Eurya loquaiana,184572
NC_050939.1,genomic DNA,160031,Citrus medica,59603-2,Rutaceae,Citrus,medica,,False,Citrus medica,171251
NC_050940.1,genomic DNA,148596,Phalaenopsis mannii,650565-1,Orchidaceae,Phalaenopsis,mannii,,False,Phalaenopsis mannii,200641
NC_050941.1,genomic DNA,155584,Lonicera maximowiczii,907831-1,Caprifoliaceae,Lonicera,maximowiczii,,False,Lonicera maximowiczii,486677
NC_050943.1,genomic DNA,151989,Clinopodium chinense,445747-1,Lamiaceae,Clinopodium,chinense,,False,Clinopodium chinense,516070
NC_050944.1,genomic DNA,156614,Corallodiscus lanuginosus,379106-1,Gesneriaceae,Corallodiscus,lanuginosus,,False,Corallodiscus flabellatus,2774153
NC_050945.1,genomic DNA,151952,Elsholtzia rugulosa,446689-1,Lamiaceae,Elsholtzia,rugulosa,,False,Elsholtzia rugulosa,1504638
NC_050946.1,genomic DNA,163395,Roscoea alpina,798106-1,Zingiberaceae,Roscoea,alpina,,False,Roscoea alpina,105373
NC_050948.1,genomic DNA,149683,Passiflora serrulata,675457-1,Passifloraceae,Passiflora,serrulata,,False,Passiflora serrulata,237881
NC_050949.1,genomic DNA,158537,Phellodendron chinense,774776-1,Rutaceae,Phellodendron,chinense,,False,Phellodendron chinense,354508
NC_050951.1,genomic DNA,157923,Canavalia gladiata,483647-1,Fabaceae,Canavalia,gladiata,,False,Canavalia gladiata,3824
NC_050952.1,genomic DNA,153946,Bontia daphnoides,319112-2,Scrophulariaceae,Bontia,daphnoides,,False,Bontia daphnoides,255891
NC_050953.1,genomic DNA,154253,Leucophyllum frutescens,139187-2,Scrophulariaceae,Leucophyllum,frutescens,,False,Leucophyllum frutescens,86643
NC_050954.1,genomic DNA,148717,Eremophila gibbifolia,585155-1,Scrophulariaceae,Eremophila,gibbifolia,,False,Eremophila gibbifolia,2652540
NC_050955.1,genomic DNA,151725,Myoporum laetum,585291-1,Scrophulariaceae,Myoporum,laetum,,False,Myoporum laetum,577428
NC_050956.1,genomic DNA,151742,Myoporum bontioides,585264-1,Scrophulariaceae,Myoporum,bontioides,,False,Myoporum bontioides,2292707
NC_050957.1,genomic DNA,151900,Diocirea violacea,77081317-1,Scrophulariaceae,Diocirea,violacea,,False,Diocirea violacea,2652455
NC_050958.1,genomic DNA,151715,Eremophila oppositifolia,585202-1,Scrophulariaceae,Eremophila,oppositifolia,,False,Eremophila oppositifolia,2652586
NC_050959.1,genomic DNA,157395,Prunus domestica,30221374-2,Rosaceae,Prunus,domestica,,False,Prunus domestica,3758
NC_050962.1,genomic DNA,154717,Fosbergia shweliensis,996474-1,Rubiaceae,Fosbergia,shweliensis,,False,Fosbergia shweliensis,981065
NC_050966.1,genomic DNA,154487,Drymocallis inquinans,947068-1,Rosaceae,Drymocallis,inquinans,,False,Drymocallis saviczii,2774609
NC_050967.1,genomic DNA,153491,Sibbaldia aphanopetala,741464-1,Rosaceae,Sibbaldia,aphanopetala,,False,Sibbaldia aphanopetala,2774627
NC_050970.1,genomic DNA,149573,Passiflora miniata,77078146-1,Passifloraceae,Passiflora,miniata,,False,Passiflora miniata,2771272
NC_050971.1,genomic DNA,162962,Hovenia dulcis,717558-1,Rhamnaceae,Hovenia,dulcis,,False,Hovenia dulcis,99292
NC_050972.1,genomic DNA,161221,Quercus virginiana,324846-2,Fagaceae,Quercus,virginiana,,False,Quercus virginiana,58333
NC_050975.1,genomic DNA,152954,Tropaeolum pentaphyllum,310851-2,Tropaeolaceae,Tropaeolum,pentaphyllum,,False,Tropaeolum pentaphyllum,147027
NC_050977.1,genomic DNA,152102,Saussurea inversa,77112790-1,Asteraceae,Saussurea,inversa,,False,Saussurea inversa,2739505
NC_050980.1,genomic DNA,159828,Magnolia coco,554663-1,Magnoliaceae,Magnolia,coco,,False,Magnolia coco,85854
NC_050981.1,genomic DNA,153222,Allium galanthum,528080-1,Amaryllidaceae,Allium,galanthum,,False,Allium galanthum,61299
NC_050984.1,genomic DNA,155140,Bupleurum dracaenoides,77136465-1,Apiaceae,Bupleurum,dracaenoides,,False,Bupleurum dracaenoides,1155080
NC_050985.1,genomic DNA,161675,Pseudowintera colorata,871220-1,Winteraceae,Pseudowintera,colorata,,False,Pseudowintera colorata,22294
NC_050986.1,genomic DNA,160424,Tasmannia lanceolata,555234-1,Winteraceae,Tasmannia,lanceolata,,False,Tasmannia lanceolata,3420
NC_050990.1,genomic DNA,155447,Cymbidium lowianum,625076-1,Orchidaceae,Cymbidium,lowianum,,False,Cymbidium lowianum,112613
NC_050991.1,genomic DNA,154370,Vitex rotundifolia,865973-1,Lamiaceae,Vitex,rotundifolia,,False,Vitex rotundifolia,413484
NC_050998.1,genomic DNA,152731,Paeonia mairei,711816-1,Paeoniaceae,Paeonia,mairei,,False,Paeonia mairei,40711
NC_050999.1,genomic DNA,156336,Heterotis rotundifolia,908858-1,Melastomataceae,Heterotis,rotundifolia,,False,Heterotis rotundifolia,40000
NC_051000.1,genomic DNA,156514,Heterocentron elegans,121047-2,Melastomataceae,Heterocentron,elegans,,False,Heterocentron elegans,130508
NC_051455.1,genomic DNA,156914,Nepenthes khasiana,603738-1,Nepenthaceae,Nepenthes,khasiana,,False,Nepenthes khasiana,122310
NC_051493.1,genomic DNA,156376,Forsythia ovata,608896-1,Oleaceae,Forsythia,ovata,,False,Forsythia saxatilis,205695
NC_051498.1,genomic DNA,154558,Sicyos edulis,293946-1,Cucurbitaceae,Sicyos,edulis,,False,Sechium edule,184140
NC_051500.1,genomic DNA,151444,Chuquiraga spinosa subsp. rotundifolia,924158-1,Asteraceae,Chuquiraga,spinosa,rotundifolia,False,Chuquiraga rotundifolia,171880
NC_051501.1,genomic DNA,159200,Schlechtendalia luzulifolia,242924-1,Asteraceae,Schlechtendalia,luzulifolia,,False,Schlechtendalia luzulifolia,41633
NC_051502.1,genomic DNA,154961,Flueggea virosa,1013601-1,Phyllanthaceae,Flueggea,virosa,,False,Flueggea virosa,283121
NC_051503.1,genomic DNA,158637,Spiraea insularis,77116986-1,Rosaceae,Spiraea,insularis,,False,Spiraea insularis,701338
NC_051504.1,genomic DNA,155524,Potentilla dickinsii,727984-1,Rosaceae,Potentilla,dickinsii,,False,Potentilla dickinsii var. glabrata,1486345
NC_051507.1,genomic DNA,158477,Phoenix canariensis,668909-1,Arecaceae,Phoenix,canariensis,,False,Phoenix canariensis,113250
NC_051508.1,genomic DNA,157078,Ophiopogon bodinieri,538899-1,Asparagaceae,Ophiopogon,bodinieri,,False,Ophiopogon bodinieri,235913
NC_051509.1,genomic DNA,156922,Chamaedorea elegans,54865-2,Arecaceae,Chamaedorea,elegans,,False,Chamaedorea elegans,348465
NC_051510.1,genomic DNA,187401,Cyperus aromaticus,303818-1,Cyperaceae,Cyperus,aromaticus,,False,Cyperus aromaticus,1234190
NC_051511.1,genomic DNA,135051,Elymus tsukushiensis,400470-1,Poaceae,Elymus,tsukushiensis,,False,Elymus kamoji,445761
NC_051512.1,genomic DNA,159839,Magnolia ofeliae,77162940-1,Magnoliaceae,Magnolia,ofeliae,,False,Magnolia ofeliae,2776144
NC_051520.1,genomic DNA,158624,Sambucus javanica,149339-1,Viburnaceae,Sambucus,javanica,,False,Sambucus javanica,57009
NC_051521.1,genomic DNA,158756,Sambucus adnata,149284-1,Viburnaceae,Sambucus,adnata,,False,Sambucus adnata,57203
NC_051523.1,genomic DNA,162086,Incarvillea sinensis,109760-1,Bignoniaceae,Incarvillea,sinensis,,False,Incarvillea sinensis,291312
NC_051524.1,genomic DNA,153107,Achimenes erecta,2352-2,Gesneriaceae,Achimenes,erecta,,False,Achimenes erecta,223878
NC_051531.1,genomic DNA,151010,Vatica guangxiensis,321642-1,Dipterocarpaceae,Vatica,guangxiensis,,False,Vatica guangxiensis,2653500
NC_051532.1,genomic DNA,160357,Ficus simplicissima,853709-1,Moraceae,Ficus,simplicissima,,False,Ficus hirta,309429
NC_051533.1,genomic DNA,153618,Verbascum coromandelianum,810960-1,Scrophulariaceae,Verbascum,coromandelianum,,False,Verbascum chinense,2777457
NC_051535.1,genomic DNA,139689,Phyllostachys glauca,416007-1,Poaceae,Phyllostachys,glauca,,False,Phyllostachys glauca,387745
NC_051540.1,genomic DNA,154680,Lepidium apetalum,286042-1,Brassicaceae,Lepidium,apetalum,,False,Lepidium apetalum,153459
NC_051541.1,genomic DNA,167607,Arisaema erubescens,85637-1,Araceae,Arisaema,erubescens,,False,Arisaema erubescens,228806
NC_051542.1,genomic DNA,156973,Acer tutcheri,56841-1,Sapindaceae,Acer,tutcheri,,False,Acer tutcheri,1603687
NC_051543.1,genomic DNA,157214,Rosa xanthina,734748-1,Rosaceae,Rosa,xanthina,,False,Rosa xanthina,267264
NC_051544.1,genomic DNA,152339,Nepeta cataria,452333-1,Lamiaceae,Nepeta,cataria,,False,Nepeta cataria,39347
NC_051546.1,genomic DNA,154428,Cerbera manghas,77906-1,Apocynaceae,Cerbera,manghas,,False,Cerbera manghas,141545
NC_051550.1,genomic DNA,156607,Rosa indica,732892-1,Rosaceae,Rosa,indica,,False,Rosa cymosa,117261
NC_051553.1,genomic DNA,122192,Taxillus sutchuenensis var. duclouxii,951916-1,Loranthaceae,Taxillus,sutchuenensis,duclouxii,False,Taxillus yadoriki,2777184
NC_051554.1,genomic DNA,153926,Delphinium brunonianum,710451-1,Ranunculaceae,Delphinium,brunonianum,,False,Delphinium brunonianum,2777021
NC_051557.1,genomic DNA,162803,Tilia amurensis,20006416-1,Malvaceae,Tilia,amurensis,,False,Tilia taishanensis,2686033
NC_051559.1,genomic DNA,157203,Camellia amplexicaulis,829876-1,Theaceae,Camellia,amplexicaulis,,False,Camellia amplexicaulis,479408
NC_051561.1,genomic DNA,156659,Sphaeropteris brunoniana,17531680-1,Cyatheaceae,Sphaeropteris,brunoniana,,False,Sphaeropteris brunoniana,204593
NC_051870.1,genomic DNA,163116,Anthurium huixtlense,15347-2,Araceae,Anthurium,huixtlense,,False,Anthurium huixtlense,1366160
NC_051871.1,genomic DNA,168218,Carlephyton glaucophyllum,86534-1,Araceae,Carlephyton,glaucophyllum,,False,Carlephyton glaucophyllum,487117
NC_051872.1,genomic DNA,169977,Typhonium blumei,898979-1,Araceae,Typhonium,blumei,,False,Typhonium blumei,228855
NC_051873.1,genomic DNA,164418,Xanthosoma helleborifolium,89333-1,Araceae,Xanthosoma,helleborifolium,,False,Xanthosoma helleborifolium,487142
NC_051874.1,genomic DNA,162729,Zomicarpella amazonica,313803-2,Araceae,Zomicarpella,amazonica,,False,Zomicarpella amazonica,487143
NC_051876.1,genomic DNA,152115,Piptanthus nepalensis,514477-1,Fabaceae,Piptanthus,nepalensis,,False,Piptanthus concolor,1653467
NC_051877.1,genomic DNA,159878,Sida szechuensis,564280-1,Malvaceae,Sida,szechuensis,,False,Sida szechuensis,1930050
NC_051878.1,genomic DNA,158473,Zanthoxylum acanthopodium,775546-1,Rutaceae,Zanthoxylum,acanthopodium,,False,Zanthoxylum acanthopodium,1056460
NC_051879.1,genomic DNA,156845,Actinidia hemsleyana,316468-1,Actinidiaceae,Actinidia,hemsleyana,,False,Actinidia hemsleyana,165707
NC_051880.1,genomic DNA,156873,Actinidia latifolia,316474-1,Actinidiaceae,Actinidia,latifolia,,False,Actinidia latifolia,165711
NC_051885.1,genomic DNA,125086,Galega officinalis,495681-1,Fabaceae,Galega,officinalis,,False,Galega officinalis,47101
NC_051887.1,genomic DNA,156231,Actinidia macrosperma,903444-1,Actinidiaceae,Actinidia,macrosperma,,False,Actinidia macrosperma,165712
NC_051888.1,genomic DNA,157339,Actinidia fulvicoma,828400-1,Actinidiaceae,Actinidia,fulvicoma,,False,Actinidia fulvicoma,165705
NC_051890.1,genomic DNA,147158,Angelica sylvestris,837777-1,Apiaceae,Angelica,sylvestris,,False,Angelica sylvestris,54703
NC_051893.1,genomic DNA,157147,Astilboides tabularis,790325-1,Saxifragaceae,Astilboides,tabularis,,False,Astilboides tabularis,29761
NC_051894.1,genomic DNA,158084,Prunus dictyoneura,729653-1,Rosaceae,Prunus,dictyoneura,,False,Prunus dictyoneura,2762727
NC_051895.1,genomic DNA,158546,Beilschmiedia brachythyrsa,462725-1,Lauraceae,Beilschmiedia,brachythyrsa,,False,Beilschmiedia brachythyrsa,1679287
NC_051896.1,genomic DNA,158639,Beilschmiedia appendiculata,462704-1,Lauraceae,Beilschmiedia,appendiculata,,False,Beilschmiedia appendiculata,1358781
NC_051897.1,genomic DNA,158671,Beilschmiedia pendula,1057986-2,Lauraceae,Beilschmiedia,pendula,,False,Beilschmiedia brenesii,126737
NC_051898.1,genomic DNA,158475,Beilschmiedia brevipaniculata,462731-1,Lauraceae,Beilschmiedia,brevipaniculata,,False,Beilschmiedia brevipaniculata,2762684
NC_051899.1,genomic DNA,158323,Beilschmiedia brunnea,938615-1,Lauraceae,Beilschmiedia,brunnea,,False,Beilschmiedia brunnea,2762685
NC_051900.1,genomic DNA,158518,Beilschmiedia delicata,462756-1,Lauraceae,Beilschmiedia,delicata,,False,Beilschmiedia delicata,1358782
NC_051901.1,genomic DNA,158414,Beilschmiedia fasciata,462775-1,Lauraceae,Beilschmiedia,fasciata,,False,Beilschmiedia fasciata,1679288
NC_051902.1,genomic DNA,158566,Beilschmiedia glauca,462792-1,Lauraceae,Beilschmiedia,glauca,,False,Beilschmiedia glauca,1358783
NC_051903.1,genomic DNA,158564,Beilschmiedia immersinervis,319057-2,Lauraceae,Beilschmiedia,immersinervis,,False,Beilschmiedia immersinervis,1345223
NC_051904.1,genomic DNA,158233,Beilschmiedia obtusifolia,162978-3,Lauraceae,Beilschmiedia,obtusifolia,,False,Beilschmiedia obtusifolia,1619366
NC_051905.1,genomic DNA,158438,Beilschmiedia pergamentacea,462913-1,Lauraceae,Beilschmiedia,pergamentacea,,False,Beilschmiedia pergamentacea,2762686
NC_051906.1,genomic DNA,158553,Beilschmiedia pierreana,462915-1,Lauraceae,Beilschmiedia,pierreana,,False,Beilschmiedia pierreana,1345225
NC_051907.1,genomic DNA,158496,Beilschmiedia rufohirtella,462939-1,Lauraceae,Beilschmiedia,rufohirtella,,False,Beilschmiedia rufohirtella,1358790
NC_051908.1,genomic DNA,157423,Beilschmiedia tooram,947322-1,Lauraceae,Beilschmiedia,tooram,,False,Beilschmiedia tooram,1312777
NC_051909.1,genomic DNA,158443,Beilschmiedia yunnanensis,462987-1,Lauraceae,Beilschmiedia,yunnanensis,,False,Beilschmiedia yunnanensis,1358792
NC_051910.1,genomic DNA,158598,Endiandra microneura,464435-1,Lauraceae,Endiandra,microneura,,False,Endiandra microneura,128618
NC_051911.1,genomic DNA,158645,Endiandra montana,464438-1,Lauraceae,Endiandra,montana,,False,Endiandra montana,1118771
NC_051912.1,genomic DNA,158431,Endiandra xanthocarpa,938655-1,Lauraceae,Endiandra,xanthocarpa,,False,Endiandra xanthocarpa,2762688
NC_051913.1,genomic DNA,158597,Potameia microphylla,468565-1,Lauraceae,Potameia,microphylla,,False,Potameia microphylla,128693
NC_051914.1,genomic DNA,158598,Sinopora hongkongensis,77094515-1,Lauraceae,Sinopora,hongkongensis,,False,Sinopora hongkongensis,1345260
NC_051915.1,genomic DNA,158576,Syndiclis fooningensis,468673-1,Lauraceae,Syndiclis,fooningensis,,False,Syndiclis fooningensis,2762698
NC_051916.1,genomic DNA,158654,Syndiclis kwangsiensis,468675-1,Lauraceae,Syndiclis,kwangsiensis,,False,Syndiclis kwangsiensis,2762699
NC_051917.1,genomic DNA,158416,Beilschmiedia purpurascens,462926-1,Lauraceae,Beilschmiedia,purpurascens,,False,Beilschmiedia purpurascens,1358789
NC_051918.1,genomic DNA,114230,Passiflora costaricensis,184875-2,Passifloraceae,Passiflora,costaricensis,,False,Passiflora costaricensis,1129466
NC_051919.1,genomic DNA,152620,Reichardia ligulata,241239-1,Asteraceae,Reichardia,ligulata,,False,Reichardia ligulata,43206
NC_051920.1,genomic DNA,152348,Sonchus pruinatus,77126031-1,Asteraceae,Sonchus,pruinatus,,False,Dendroseris pruinata,381722
NC_051921.1,genomic DNA,152327,Sonchus micranthus,77126029-1,Asteraceae,Sonchus,micranthus,,False,Dendroseris micrantha,381721
NC_051922.1,genomic DNA,152263,Sonchus brassicifolius,77126022-1,Asteraceae,Sonchus,brassicifolius,,False,Dendroseris litoralis,159709
NC_051923.1,genomic DNA,152199,Sonchus berteroanus,77126026-1,Asteraceae,Sonchus,berteroanus,,False,Dendroseris berteroana,381720
NC_051924.1,genomic DNA,152263,Sonchus sinuatus,77126023-1,Asteraceae,Sonchus,sinuatus,,False,Dendroseris macrantha,2763111
NC_051925.1,genomic DNA,152261,Sonchus marginatus,77126024-1,Asteraceae,Sonchus,marginatus,,False,Dendroseris marginata,122535
NC_051926.1,genomic DNA,152290,Sonchus phoeniciformis,77126027-1,Asteraceae,Sonchus,phoeniciformis,,False,Dendroseris pinnata,396809
NC_051946.1,genomic DNA,161280,Vincetoxicum hainanense,77190232-1,Apocynaceae,Vincetoxicum,hainanense,,False,Vincetoxicum hainanense,2606425
NC_051947.1,genomic DNA,159993,Sorbus insignis,741792-1,Rosaceae,Sorbus,insignis,,False,Sorbus insignis,1826795
NC_051949.1,genomic DNA,158107,Butomus umbellatus,58290-1,Butomaceae,Butomus,umbellatus,,False,Butomus umbellatus,50236
